20240914_000947/models,vggsound,video,500,28.063241106719367,52.76679841897233,61.462450592885375,5.0
20240912_021700/models,vggsound,video,500,28.65612648221344,52.96442687747036,64.42687747035573,4.0
20240912_023019/models,vggsound,video,500,19.367588932806324,42.88537549407115,54.9407114624506,8.0
20240915_010633/models,vggsound,video,500,23.3201581027668,47.43083003952569,59.09090909090909,6.0
20240910_133538/models,vggsound,video,500,15.612648221343871,35.573122529644266,47.82608695652174,11.0
20240912_024238/models,vggsound,video,500,24.308300395256918,46.837944664031625,56.52173913043478,7.0
20240918_185818/models,vggsound,video,500,31.225296442687743,57.11462450592886,68.97233201581028,4.0
20240915_010725/models,vggsound,video,500,6.126482213438735,22.92490118577075,36.56126482213439,22.5
20240911_114551/models,vggsound,video,500,10.869565217391305,28.063241106719367,40.11857707509881,18.0
20240912_024000/models,vggsound,video,500,25.296442687747035,49.40711462450593,61.6600790513834,6.0
20240911_114806/models,vggsound,video,500,6.324110671936759,21.541501976284586,31.620553359683797,27.0
20240915_010818/models,vggsound,video,500,17.391304347826086,38.537549407114625,51.77865612648221,10.0
20240918_180628/models,vggsound,video,500,19.565217391304348,42.490118577075094,52.96442687747036,9.0
20240909_222716/models,vggsound,video,500,0.2,1.0,2.0,250.5
20240910_082139/models,vggsound,video,500,24.50592885375494,47.82608695652174,59.88142292490119,6.0
20240910_081345/models,vggsound,video,500,9.683794466403162,26.08695652173913,38.73517786561265,17.0
20240910_180608/models,vggsound,video,500,6.91699604743083,23.122529644268774,33.201581027667984,21.5
20240918_173848/models,vggsound,video,500,27.07509881422925,52.76679841897233,64.03162055335969,5.0
20240910_092926/models,vggsound,video,500,24.90118577075099,47.43083003952569,59.28853754940712,6.0
